,0,1,2,3,4,5,6
1086,1087.,21-Aug-2023 01:05 PM,11-Sep-2023 03:00 PM,12-Sep-2023 03:00 PM,[License for Ayurvedic and Herbal Products Store in Ground Floor SHA of NITB at S.V. Airport][AAI/RPR/COMML/AYURVEDIC/2023][2023_AAI_165123_1],Airports Authority of India||Eastern Region - AAI||RHQ-ER - AAI||COMMERCIAL-ER - AAI,"1,29,300"
1087,1088.,21-Aug-2023 01:00 PM,14-Sep-2023 12:00 PM,14-Sep-2023 01:00 PM,[Selection of Consultancy Partner For DPR Preparation on Indigenous Submarine Cable Repair Facility in India][TCIL/ITTII/301/2023][2023_TCIL_165144_1],Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||IT Consulting Department - TCIL,NA
1088,1089.,21-Aug-2023 01:00 PM,05-Sep-2023 02:00 PM,06-Sep-2023 02:00 PM,[GM/BA-STP/Plg/Tender/BNP2/ STP/ZONE-2/2023-24 ][GM/BA-STP/Plg/Tender/BNP2/ STP/ZONE-2/2023-24 ][2023_BSNL_165128_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Sitapur,"15,92,271"
1089,1090.,21-Aug-2023 12:00 PM,11-Sep-2023 03:00 PM,12-Sep-2023 03:30 PM,[E-Tender for hiring of Driver Services in BSNL ATP BA][Motor Driver/Hiring/Tender][2023_BSNL_165102_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||PGMTD Anantpur,"9,89,150"
1090,1091.,21-Aug-2023 12:00 PM,11-Sep-2023 03:00 PM,12-Sep-2023 03:00 PM,[Procurement of Cement Mill ESP Control Panel at Bokajan Cement Factory of CCI][BKJ/MM/E-4201/23-24][2023_CCI_165121_1],Cement Corporation of India Limted||Bokajan Cement Factory - CCI,NA
1091,1092.,21-Aug-2023 11:00 AM,11-Sep-2023 03:00 PM,12-Sep-2023 03:00 PM,[Rate contract for Supply of Plasticwares][4/5(14-3)2023-Pur/Plasticwares][2023_CSIR_165069_1],Council of Scientific and Industrial Research||IHBT-Palampur - CSIR||Purchase -IHBT - CSIR,NA
1092,1093.,21-Aug-2023 11:00 AM,11-Sep-2023 03:00 PM,12-Sep-2023 03:00 PM,[Rate contract for Supply of Chemicals][4/5(14-1)2023-Pur/Chemicals][2023_CSIR_164295_1],Council of Scientific and Industrial Research||IHBT-Palampur - CSIR||Purchase -IHBT - CSIR,NA
1093,1094.,21-Aug-2023 11:00 AM,11-Sep-2023 03:00 PM,12-Sep-2023 03:00 PM,[Rate contract for Supply of Glasswares][4/5(14-2)2023-Pur/RC/Glassware][2023_CSIR_165067_1],Council of Scientific and Industrial Research||IHBT-Palampur - CSIR||Purchase -IHBT - CSIR,NA
1094,1095.,21-Aug-2023 11:00 AM,11-Sep-2023 03:00 PM,12-Sep-2023 03:00 PM,[Rate contract for Supply of Filter Papers][4/5(14-4)2023-Pur/Filter Papers][2023_CSIR_165071_1],Council of Scientific and Industrial Research||IHBT-Palampur - CSIR||Purchase -IHBT - CSIR,NA
1095,1096.,21-Aug-2023 10:30 AM,20-Sep-2023 02:00 PM,21-Sep-2023 02:30 PM,[Supply Installation commissioning and demonstration of FT NIR spectrometer for reflection measurement  ][CFTRI/52340/23-24][2023_CSIR_165046_1],Council of Scientific and Industrial Research||CFTRI-Mysore - CSIR||Purchase-CFTRI - CSIR,NA
1096,1097.,21-Aug-2023 10:30 AM,13-Sep-2023 02:00 PM,14-Sep-2023 02:30 PM,"[Supply, Installation, commissioning and demonstration of Automated Glycemic Index Analyser.][CFTRI/52341/2023][2023_CSIR_165023_1]",Council of Scientific and Industrial Research||CFTRI-Mysore - CSIR||Purchase-CFTRI - CSIR,NA
1097,1098.,21-Aug-2023 10:00 AM,11-Sep-2023 05:00 PM,13-Sep-2023 09:00 AM,[TERM CONTRACT FOR ARTIFICERS WORKS IN ORDNANCE ESTATE  AT AFK FOR THE YEAR 2023 24][GM/AFK/EO/TC/155/2023-24][2023_MIL_165037_1],Munitions India Limited||Ammunition Factory Khadki Pune Maharashtra,"60,00,000"
1098,1099.,21-Aug-2023 10:00 AM,05-Sep-2023 02:30 PM,06-Sep-2023 03:00 PM,[Supply of Spares for Hydro Pneumatic Cylinder][TCF/MM/3065/23][2023_CCI_165114_1],Cement Corporation of India Limted||Tandur Cement Factory - CCI,NA
1099,1100.,21-Aug-2023 09:00 AM,20-Sep-2023 03:00 PM,21-Sep-2023 04:00 PM,[2nd Call for Construction of service road - from Parrikala junction to Ram Darbar Temple including minor bridge and Construction of Rotary Junction at Ch 337.885 on End of Durg bypass to MH border of NH53][11052/RO-Raipur/Tender/EDB][2023_NHAI_165101_1],National Highways Authority of India||RO-Raipur - NHAI,"16,39,00,000"
1100,1101.,21-Aug-2023 09:00 AM,20-Sep-2023 03:00 PM,21-Sep-2023 04:00 PM,[2nd Call for Construction of service road - from Parrikala junction to Ram Darbar Temple including minor bridge and Construction of Rotary Junction at Ch 337.885 on End of Durg bypass to MH border of NH53][11052/RO-Raipur/Tender/EDB][2023_NHAI_165101_1],National Highways Authority of India||RO-Raipur - NHAI,"16,39,00,000"
1101,1102.,21-Aug-2023 09:00 AM,21-Sep-2023 05:00 PM,22-Sep-2023 05:00 PM,[Providing Incident Management Services for the stretch from Km 0.000 to Km 31.800 Avinashi  Tiruppur  Avinashipalayam Section of NH 381 in the State of Tamil Nadu][NHAI/ROC/PIU-CBE/IMS/23-24/01][2023_NHAI_165075_1],National Highways Authority of India||RO-Chennai - NHAI||Coimbatore - NHAI,"66,70,000"
1102,1103.,19-Aug-2023 06:20 PM,12-Sep-2023 12:30 PM,13-Sep-2023 12:30 PM,[Providing Copper Earthing at Telephone Exchanges and BTSs in Haridwar Business Area ][GMBA/HWR/Plg./Earthing/ZB/2324][2023_BSNL_165096_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Uttarakhand Telecom Circle||GMTD Hardwar,"42,56,160"
1103,1104.,19-Aug-2023 06:05 PM,12-Sep-2023 12:30 PM,13-Sep-2023 12:30 PM,[Providing Copper Earthing at Telephone Exchanges and BTSs][GMBA/HWR/Plg./Earthing/ZA/2324][2023_BSNL_165089_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Uttarakhand Telecom Circle||GMTD Hardwar,"42,56,160"
1104,1105.,19-Aug-2023 06:00 PM,14-Sep-2023 02:00 PM,15-Sep-2023 03:00 PM,[OUTSOURCING OF BTS IN MOTIHARI OA UNDER MUZAFFARPUR BA][GC-1054/BTS Upkeep/MOTIHARI OA/2023-24][2023_BSNL_165066_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Bihar Telecom Circle||G.M. Muzaffarpur,"19,56,000"
1105,1106.,19-Aug-2023 06:00 PM,18-Sep-2023 10:00 AM,19-Sep-2023 10:35 AM,"[Supply of drinking water through water tanker(13000 litre capacity) at DSTPS ,Benachity colony.][DVC/Tender/HQ/PH CIVIL-1/CMM/W and S/00023][2023_DVC_165015_1]",Damodar Valley Corporation||DSTPS Andal - DVC||C and M,"14,76,600"
1106,1107.,19-Aug-2023 06:00 PM,06-Sep-2023 01:00 PM,07-Sep-2023 03:00 PM,[Spares for GCMS 240 System][PUR-157/Spares/SEAF/2022-23][2023_CSIR_164972_1],Council of Scientific and Industrial Research||NEERI-Nagpur - CSIR||Purchase-NEERI - CSIR,NA
1107,1108.,19-Aug-2023 06:00 PM,09-Sep-2023 01:00 PM,11-Sep-2023 01:00 PM,[4G Backhaul OFC Tender-2 CVM-PDR 58KM Section-3][E-403953 VSK BA-28/11(11)/5/2023][2023_BSNL_165078_3],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD Visakhapatnam,"18,19,280"
1108,1109.,19-Aug-2023 06:00 PM,09-Sep-2023 01:00 PM,11-Sep-2023 01:00 PM,[4G Backhaul OFC Tender-2 CVM-PDR 58KM Section-1][E-403953 VSK BA-28/11(11)/5/2023][2023_BSNL_165078_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD Visakhapatnam,"20,46,690"
1109,1110.,19-Aug-2023 06:00 PM,09-Sep-2023 01:00 PM,11-Sep-2023 01:00 PM,[ 4G Backhaul OFC Tender-2 CVM-PDR 58KM Section-4][E-403953 VSK BA-28/11(11)/5/2023][2023_BSNL_165078_4],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD Visakhapatnam,"44,17,000"
1110,1111.,19-Aug-2023 06:00 PM,09-Sep-2023 01:00 PM,11-Sep-2023 01:00 PM,[4G Backhaul OFC Tender-2 CVM-PDR 58KM Section-1][E-403953 VSK BA-28/11(11)/5/2023][2023_BSNL_165078_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD Visakhapatnam,"20,46,690"
1111,1112.,19-Aug-2023 06:00 PM,09-Sep-2023 01:00 PM,11-Sep-2023 01:00 PM,[4G Backhaul OFC Tender-2-CVM-PDR 58KM Section-2][E-403953 VSK BA-28/11(11)/5/2023][2023_BSNL_165078_2],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD Visakhapatnam,"20,46,690"
1112,1113.,19-Aug-2023 06:00 PM,06-Sep-2023 01:00 PM,07-Sep-2023 03:00 PM,[Spares for GCMS 240 System][PUR-157/Spares/SEAF/2022-23][2023_CSIR_164972_1],Council of Scientific and Industrial Research||NEERI-Nagpur - CSIR||Purchase-NEERI - CSIR,NA
1113,1114.,19-Aug-2023 06:00 PM,18-Sep-2023 10:00 AM,19-Sep-2023 10:35 AM,"[Supply of drinking water through water tanker(13000 litre capacity) at DSTPS ,Benachity colony.][DVC/Tender/HQ/PH CIVIL-1/CMM/W and S/00023][2023_DVC_165015_1]",Damodar Valley Corporation||DSTPS Andal - DVC||C and M,"14,76,600"
1114,1115.,19-Aug-2023 05:30 PM,08-Sep-2023 11:00 AM,09-Sep-2023 11:30 AM,[Computerized Engraving and Routing Machine][CMM/KAIGA1-4/CAPKGS3-4/60655][2023_NPCIL_165011_1],Nuclear Power Corporation Of India Limited||Kaiga Generating Station Kaiga Site - NPCIL||Contracts and Materials Management-NPCIL,NA
1115,1116.,19-Aug-2023 05:30 PM,11-Sep-2023 11:00 AM,12-Sep-2023 11:30 AM,[I R Spectrophotometer][CMM/KAIGA1-4/CAPKGS3-4/61882][2023_NPCIL_165021_1],Nuclear Power Corporation Of India Limited||Kaiga Generating Station Kaiga Site - NPCIL||Contracts and Materials Management-NPCIL,NA
1116,1117.,19-Aug-2023 05:10 PM,08-Sep-2023 04:00 PM,11-Sep-2023 12:00 PM,[OFC/PLB Laying for Mission 500][D-215/Tender/OFC/Mi--500/BGP23][2023_BSNL_164357_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Bihar Telecom Circle||G.M. Bhagalpur,"42,87,140"
1117,1118.,19-Aug-2023 05:00 PM,09-Sep-2023 12:00 PM,11-Sep-2023 12:30 PM,"[Supply, Installation, Testing and Commissioning of 46 X 1.5 TR split AC units in various RLU exchanges under BA Lucknow][13/TEDL/BSNL/2023-24, Dated 18/07/2023][2023_BSNL_165055_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Lucknow,"23,37,929"
1118,1119.,19-Aug-2023 04:00 PM,12-Sep-2023 02:00 PM,13-Sep-2023 03:00 PM,[OUTSOURCING OF BTS IN BETTIAH OA UNDER MUZAFFARPUR BA][GC-1219/BTS Upkeep/BETTIAH OA/2023-24][2023_BSNL_165053_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Bihar Telecom Circle||G.M. Muzaffarpur,"23,61,600"
1119,1120.,19-Aug-2023 03:00 PM,11-Sep-2023 02:00 PM,12-Sep-2023 03:00 PM,[Rectification of OFC Faults  Miscellaneous Works in Barabanki OA under  Ayodhya BA][W-2/GMAY BA/PLG/Tender/BBK/ OFC Mtce work/2023-24][2023_BSNL_165059_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Faizabad,"7,70,000"
1120,1121.,19-Aug-2023 03:00 PM,11-Sep-2023 02:30 PM,12-Sep-2023 03:00 PM,[Supply of Spares of Dozer ][RCF/MM/149(23)                                    ][2023_CCI_164912_1],Cement Corporation of India Limted||Rajban Cement Factory - CCI,"4,98,000"
1121,1122.,19-Aug-2023 02:00 PM,11-Sep-2023 03:00 PM,12-Sep-2023 03:00 PM,"[Licence for Handicrafts, Decor items and Accessories outlet at International Security Hold Area (ISHA)(Second floor), New Integrated Terminal Building, Goa International Airport, Dabolim.][AAI/COMML/GOA/H-D/2023][2023_AAI_165054_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI,"12,30,00,000"
1122,1123.,19-Aug-2023 01:30 PM,03-Oct-2023 11:00 AM,04-Oct-2023 11:30 AM,"[Construction of flyover at Identified Black spot junction at Ch 264 650 at Bhojlawa Junction, Ch 270 300 at Hadota Junction and Ch 272 300 at Udaipuria Mod Junction of Jaipur Reengus Section NH 52 in the state of Rajasthan on EPC Mode][NHAI/JPR/NH52/BS-BID/2023/01][2023_NHAI_165038_1]",National Highways Authority of India||RO-Jaipur - NHAI,"1,18,26,64,581"
1123,1124.,19-Aug-2023 01:00 PM,21-Sep-2023 04:00 PM,22-Sep-2023 04:30 PM,[NFB/ Civil/CW-308][NFB/ Civil/CW-308][2023_NFL_164920_1],National Fertilizers Limited||NFL Unit- Bathinda||Civil Deptt,"49,99,000"
1124,1125.,19-Aug-2023 01:00 PM,11-Sep-2023 03:00 PM,12-Sep-2023 03:00 PM,"[Licence for Make-up and Cosmetics Products outlet at International Security Hold Area (ISHA)(Second floor), New Integrated Terminal Building, Goa International Airport, Dabolim.][AAI/COMML/GOA/M-C/2023][2023_AAI_165035_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI,"9,84,00,000"
1125,1126.,19-Aug-2023 01:00 PM,08-Sep-2023 03:00 PM,09-Sep-2023 03:00 PM,[Filters of HPBP System][100001042][2023_APCPL_165047_1],Aravali Power Company Pvt. Ltd - IGSTPP||Contract and Materials - APCPL,NA
1126,1127.,19-Aug-2023 12:15 PM,09-Sep-2023 06:00 PM,11-Sep-2023 09:00 AM,[Repairs to Road Shoulders and Approach Paths in Type-V area in OFMK.][76025/TE-33/OFMK/EOC/RSP/23-24][2023_AVNL_164613_1],Armoured Vehicles Nigam Limited||Ordnance Factory Medak-Yeddumailaram,"44,95,700"
1127,1128.,19-Aug-2023 12:00 PM,08-Sep-2023 03:00 PM,11-Sep-2023 03:00 PM,[EOI FOR OUTSOURCING OF SLA BASED  OFC MTCE FOR KLP SSA][KTD/TP-III/31/147(A)/SLA/KLP][2023_BSNL_164999_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Maharashtra Telecom Circle||GMTD, Kolhapur","1,94,40,000"
1128,1129.,19-Aug-2023 12:00 PM,11-Sep-2023 03:00 PM,12-Sep-2023 03:00 PM,"[Licence for Gift (Gifting) Outlet at International Security Hold Area (ISHA) (second floor), New Integrated Terminal Building, Goa International Airport, Dabolim.][AAI/COMML/GOA/GS/2023][2023_AAI_165002_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI,"12,30,00,000"
1129,1130.,19-Aug-2023 12:00 PM,08-Sep-2023 03:00 PM,11-Sep-2023 03:00 PM,"[EOI for Outsourcing of SLA Based comprehensive Mtce  of  OFC and Other Network Elements only related to OFC in RATNAGIRI SSA under Kolhapur BA  of BSNL, Maharashtra Telecom Circle][KTD/TP-III/31/147(B)/ETENDER/ SLA BASED/RTG/23-24][2023_BSNL_165020_1]","Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Maharashtra Telecom Circle||GMTD, Kolhapur","1,29,60,000"
1130,1131.,19-Aug-2023 12:00 PM,08-Sep-2023 03:00 PM,09-Sep-2023 03:00 PM,[Krohne Marshall make PCB for Flow TXs of HCSD system][100000976][2023_APCPL_165025_1],Aravali Power Company Pvt. Ltd - IGSTPP||Contract and Materials - APCPL,NA
1131,1132.,19-Aug-2023 11:30 AM,07-Sep-2023 03:00 PM,08-Sep-2023 03:00 PM,[Procurement of GM Bush for Guide Roller at Bokajan Cement Factory of CCI][BKJ/MM/M-5480/23-24][2023_CCI_165022_1],Cement Corporation of India Limted||Bokajan Cement Factory - CCI,NA
1132,1133.,19-Aug-2023 11:00 AM,08-Sep-2023 03:00 PM,09-Sep-2023 03:00 PM,[Automatic Drain Valve for Instrument Air System][100001018][2023_APCPL_165018_1],Aravali Power Company Pvt. Ltd - IGSTPP||Contract and Materials - APCPL,NA
1133,1134.,19-Aug-2023 10:00 AM,11-Sep-2023 11:30 AM,12-Sep-2023 11:30 AM,"[Design, Drawing, Supply, Erection, Testing and Commissioning of 25 KV AC OHE system for Providing Rail Connectivity to upcoming P.R. Siding of New Silo at Bina Kakri Amalgamation Project of NCL, Sonebhadra, Uttar Pradesh][RITES/PULKO/NCLBINAKAKRI/OHE23][2023_RITES_164984_1]",RITES Ltd.||RPO Lucknow - RITES,NA
1134,1135.,19-Aug-2023 09:00 AM,05-Oct-2023 11:00 AM,06-Oct-2023 11:30 AM,[Balance Work of Rehabilitation and upgradation to 4laning of NH31D from Km 113.200 to Km 154.854 (Pkg IIA) Falakata Salsalabari Section in the State of West Bengal on EPC Basis][NHAI/NH31D/Pkg2A/ PATSC/2023/E-209750][2023_NHAI_165000_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"7,82,17,00,000"
1135,1136.,19-Aug-2023 09:00 AM,09-Sep-2023 06:00 PM,11-Sep-2023 03:00 PM,"[HIRING OF SERVICES FOR INSTRUMENTATION MAINTENANCE JOBS FOR PRE-COMMISSIONING AND COMMISSIONING ACTIVITIES AT M/S GMPL, MSEZ, MANGALURU][GAIL/GMPL/20114408/RSG][2023_GAIL_164970_1]",GAIL (India) Limited||GAIL India Limited- Pata,NA
1136,1137.,19-Aug-2023 09:00 AM,18-Sep-2023 11:00 AM,19-Sep-2023 11:00 AM,[AAI/JVC/PPP-II/IE/LUCKNOW/2023][AAI/JVC/PPP-II/LUCKNOW/2023][2023_AAI_164994_1],Airports Authority of India||CHQ - AAI||Engineering Electrical - AAI,NA
1137,1138.,19-Aug-2023 09:00 AM,08-Sep-2023 06:00 PM,11-Sep-2023 11:30 AM,"[ARMO works of E and M installations at Madurai Airport during 2023-2025. SH Comprehensive Annual Maintenance Contract of Unitary Air Conditioners, Walk in type cold storage facility, Water coolers, RO Plant and Water Dispensers at Madurai Airport][AAI/MDU/E-E/MDU-393/NIT-8/23][2023_AAI_164918_1]",Airports Authority of India||Southern Region - AAI||MADURAI - AAI||ENGG ELECT-VOMD - AAI,"30,50,690"
1138,1139.,18-Aug-2023 06:55 PM,05-Oct-2023 11:00 AM,06-Oct-2023 11:30 AM,[CONSTRUCTION OF BALANCE 03 NOs OF MAJOR/MINOR BRIDGES AT KM.327.545 KM.411.105 and KM. 415.865 and 01 VUP AT 416.685 AND 2LANE CROSS FLYOVER AT KM. 413.830 ON EXISTING 4LANING OF BAREILLY SITAPUR OF NH24 ON EPC BASIS IN UTTAR PRADESH.][Brly/NH24/2022-23/ 129/Structures/E-151380][2023_NHAI_164986_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"91,50,00,000"
1139,1140.,18-Aug-2023 06:55 PM,07-Sep-2023 03:00 PM,08-Sep-2023 03:00 PM,[Maintenance of Primary underground cables in Kolhapur Urban][Maintenance of Primary UG cables in Kolhapur Urban][2023_BSNL_164983_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Maharashtra Telecom Circle||GMTD, Kolhapur","9,92,995"
1140,1141.,18-Aug-2023 06:55 PM,07-Sep-2023 01:00 PM,08-Sep-2023 01:00 PM,[4G Backhaul OFC Tender-1 MD-CVM 60KM Section-4][E-403119 VSK BA-28/11(11)/3/2023][2023_BSNL_164940_4],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD Visakhapatnam,"23,72,300"
1141,1142.,18-Aug-2023 06:55 PM,07-Sep-2023 03:00 PM,08-Sep-2023 03:00 PM,[Maintenance of Primary underground cables in Kolhapur Urban][Maintenance of Primary UG cables in Kolhapur Urban][2023_BSNL_164983_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Maharashtra Telecom Circle||GMTD, Kolhapur","9,92,995"
1142,1143.,18-Aug-2023 06:55 PM,07-Sep-2023 01:00 PM,08-Sep-2023 01:00 PM,[4G Backhaul OFC Tender-1 MD-CVM 60KM Section-3][E-403119 VSK BA-28/11(11)/3/2023][2023_BSNL_164940_3],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD Visakhapatnam,"23,72,300"
1143,1144.,18-Aug-2023 06:55 PM,18-Sep-2023 05:00 PM,18-Sep-2023 05:30 PM,[Request for Bid (RFB) for Selection of Cloud Managed Service Provider (CMSP) for iGOT Platform of Karmayogi Bharat][IN-KBL-376945-NC-RFB][2023_KYBW_164908_1],Karmayogi Bharat (Delhi) - World Bank Tenders,NA
1144,1145.,18-Aug-2023 06:35 PM,07-Sep-2023 01:00 PM,08-Sep-2023 01:00 PM,[4G Backhaul OFC Tender-1 MD-CVM 60KM Section-2][E-403119 VSK BA-28/11(11)/3/2023][2023_BSNL_164940_2],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD Visakhapatnam,"23,72,300"
1145,1146.,18-Aug-2023 06:30 PM,07-Sep-2023 01:00 PM,08-Sep-2023 01:00 PM,[4G Backhaul OFC Tender-1 MD-CVM 60KM Section-1][E-403119 VSK BA-28/11(11)/3/2023][2023_BSNL_164940_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD Visakhapatnam,"55,00,000"
1146,1147.,18-Aug-2023 06:30 PM,09-Sep-2023 06:00 PM,12-Sep-2023 11:00 AM,[Annual repairs and maintenance contract for civil works inside Ops. Area and NTB for the year 2023-24 at Dimapur Airport.][AAI/Dmp/AGM(E-C)/AMC(Ops/23-24][2023_AAI_164911_1],Airports Authority of India||North East Region - AAI||DIMAPUR - AAI||ENGG CIVIL-VEMR- AAI,"63,55,000"
1147,1148.,18-Aug-2023 06:25 PM,05-Sep-2023 02:00 PM,06-Sep-2023 02:00 PM,[AK/B378-000-WD-MR-3320/265][AK/B378-000-WD-MR-3320/265][2023_GAIL_164871_1],GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC,NA
1148,1149.,18-Aug-2023 06:00 PM,07-Sep-2023 06:00 PM,08-Sep-2023 06:00 PM,"[Provision of underground supply cable from SS 11 to AHU No.1 and SS 14 to AHU No. 2 and 3 and APFC panel for AHU No.1,2,3 and 4  for Air  Cooling System at bldg. No. 4 inside OFV.  OFV Drawing NV/SK/1186 and V/SK/ 1187][ND2209/EO/01][2023_MIL_154900_1]",Munitions India Limited||Ordnance Factory Varangaon Bhusawal Maharashtra,"16,25,066"
1149,1150.,18-Aug-2023 06:00 PM,11-Sep-2023 02:00 PM,12-Sep-2023 03:00 PM,[MECH/CO/9123/225 DTD. 18.08.2023 for ARC for Hot and Cold Insulation and Spray Insulation during 2023-24][MECH/CO/9123/225  dtd.18.08.2023][2023_NFL_164951_1],National Fertilizers Limited||NFL Unit-Nangal||Mechanical Deptt,"69,52,436"
1150,1151.,18-Aug-2023 06:00 PM,11-Sep-2023 11:30 AM,12-Sep-2023 11:30 AM,"[Supply, Installation, Wiring, Testing and Commissioning of Signalling and Telecommunication work of Distributed Electronic Interlocking at Bina Kakri Amalgamation Yard in connection with upcoming CHP and Silo of NCL taking off from KRSL station of NC][RITES/PULKO/NCLBINAKAKRI/ST/23  ][2023_RITES_164888_1]",RITES Ltd.||RPO Lucknow - RITES,NA
1151,1152.,18-Aug-2023 06:00 PM,23-Sep-2023 01:00 PM,25-Sep-2023 02:30 PM,[PUR/IICT/DMS/325/22-3-24][PUR/IICT/DMS/325/23-24][2023_CSIR_164966_1],Council of Scientific and Industrial Research||IICT-Hyderabad - CSIR||Purchase-IICT - CSIR,NA
1152,1153.,18-Aug-2023 06:00 PM,07-Sep-2023 04:00 PM,08-Sep-2023 04:00 PM,[LICENSE FOR BRANDED FOOTWEAR AND ACCESSORIES SHOP AT RANCHI AIRPORT][AAI/RC/CML/FOOTWEAR/2023][2023_AAI_164907_1],Airports Authority of India||Eastern Region - AAI||RANCHI - AAI||COMMERCIAL-VERC - AAI,"97,000"
1153,1154.,18-Aug-2023 06:00 PM,11-Sep-2023 06:00 PM,13-Sep-2023 11:00 AM,[Water proofing work at Calicut International Airport.SH  Provision of sheet roof work on top over the existing domestic terminal building terrace along with water proofing work on aero bridges][AAI/CL/AGM/ENGG-C/WATER PROOFING/2023-24][2023_AAI_161025_1],Airports Authority of India||Southern Region - AAI||CALICUT - AAI||ENGG CIVIL-VOCL- AAI,"88,53,035"
1154,1155.,18-Aug-2023 06:00 PM,16-Sep-2023 06:40 PM,18-Sep-2023 10:30 AM,"[Periodical Structural painting in Boiler supporting structure of Unit II and front cable rack supporting structure in Power House at DVC, DSTPS, Andal(Phase-II).][DVC/Tender/Head Quarter/PH CIVIL-1/CMM/WS/00021][2023_DVC_163525_1]",Damodar Valley Corporation||DSTPS Andal - DVC||C and M,"73,61,813"
1155,1156.,18-Aug-2023 06:00 PM,08-Sep-2023 11:00 AM,11-Sep-2023 03:00 PM,"[Expression of Interest (EOI) for Operations of Medical Inspection Room at Terminal Building, Mahrana Pratap Airport, Udaipur, Rajasthan-313022.][AAI/VAUD/OPS/MI-ROOM/2023][2023_AAI_164854_1]",Airports Authority of India||Northern Region - AAI||UDAIPUR - AAI||CNS-UDAIPUR - AAI,"3,548"
1156,1157.,18-Aug-2023 06:00 PM,08-Sep-2023 06:00 PM,11-Sep-2023 11:00 AM,"[Replacement of LT cable and LED street lights in operational Area at Begumpet Airport, Hyderabad][AAI/HYD/ENGG (E)/LT cable/NIT-01/23][2023_AAI_164671_1]",Airports Authority of India||Southern Region - AAI||HYDERABAD - AAI||ENGG ELECT-VOHY - AAI,"7,45,300"
1157,1158.,18-Aug-2023 06:00 PM,07-Sep-2023 06:00 PM,08-Sep-2023 06:00 PM,"[Provision of underground supply cable from SS 11 to AHU No.1 and SS 14 to AHU No. 2 and 3 and APFC panel for AHU No.1,2,3 and 4  for Air  Cooling System at bldg. No. 4 inside OFV.  OFV Drawing NV/SK/1186 and V/SK/ 1187][ND2209/EO/01][2023_MIL_154900_1]",Munitions India Limited||Ordnance Factory Varangaon Bhusawal Maharashtra,"16,25,066"
1158,1159.,18-Aug-2023 06:00 PM,07-Sep-2023 04:00 PM,08-Sep-2023 04:00 PM,[LICENSE FOR CONVENEINECE RETAIL STORE AT RANCHI AIRPORT][AAI/RC/CML/CONV/2023][2023_AAI_164868_1],Airports Authority of India||Eastern Region - AAI||RANCHI - AAI||COMMERCIAL-VERC - AAI,"8,80,000"
1159,1160.,18-Aug-2023 06:00 PM,07-Sep-2023 01:00 PM,08-Sep-2023 01:00 PM,[4G Backhaul OFC Tender-1 MD-CVM 60KM Section-6][E-403119 VSK BA-28/11(11)/3/2023][2023_BSNL_164940_6],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD Visakhapatnam,"23,72,300"
